,time_mean,time_std,time_mad,time_max,time_min,energy,iqr,entropy,dft_mean,kurtosis,skewness,time_area,dc,target
0,4.78148078918457,4.762474060058594,1.8673019409179688,19.729400634765625,0.0,45.54371643066406,5.52545166015625,6.920790195465088,0.39210065687430723,36.70439132647502,5.509711981167341,620.8072509765625,9.56296157836914,0.0
1,6.640722274780273,6.070822715759277,3.772003173828125,23.74919891357422,0.0,80.95408630371094,8.542499542236328,6.884493350982666,0.5636060069535525,43.18579937233343,5.9515801856484805,860.1614990234375,13.28144359588623,0.0
2,7.265351295471191,6.474499225616455,4.312004089355469,24.893997192382812,0.0,94.7044677734375,9.329002380371094,6.987621307373047,0.5674243809385154,44.64153546933605,6.110369642699811,942.5459594726562,14.530706405639648,0.0
3,7.286970138549805,6.712417125701904,4.605201721191406,25.9739990234375,0.0,98.15646362304688,9.640552520751953,6.94182014465332,0.5917827982938927,43.030355566983175,6.029700213419551,944.599609375,14.573938369750977,0.0
4,5.613905429840088,5.073606967926025,2.8290023803710938,18.227996826171875,0.0,57.25741195678711,7.548500061035156,6.905523300170898,0.48229453570515146,43.46967926179939,5.896707255742807,726.801513671875,11.227810859680176,0.0
5,3.87325119972229,3.7313835620880127,1.4650039672851562,12.597999572753906,0.0,28.92530059814453,5.479503631591797,6.817662239074707,0.35074291361197263,40.62330851620353,5.851666432260109,500.24945068359375,7.746503829956055,0.0
6,2.704230546951294,2.7525522708892822,0.9156036376953125,10.317901611328125,0.0,14.889406204223633,3.8362998962402344,6.7355637550354,0.23774716178424485,35.668055692735486,5.457617504821103,349.52081298828125,5.408461570739746,0.0
7,3.6240532398223877,3.3398258686065674,1.5837936401367188,12.149101257324219,0.0,24.288196563720703,4.650798797607422,6.863463878631592,0.33209876363514035,43.98655696638604,6.027833276157666,467.5594787597656,7.248106479644775,0.0
8,3.241508722305298,3.182853937149048,1.2634048461914062,10.940399169921875,0.0,20.637939453125,4.696949005126953,6.808157444000244,0.3015210904920374,39.411173766767305,5.748049143286947,418.3298034667969,6.483017444610596,0.0
9,5.042994976043701,5.009280681610107,2.3990020751953125,16.970001220703125,0.0,50.524688720703125,7.580497741699219,6.926552772521973,0.49601542142056326,38.48753642169373,5.586291998919485,650.8287963867188,10.085989952087402,0.0
10,4.45529842376709,4.067257404327393,1.87640380859375,15.234703063964844,0.0,36.39226531982422,5.6439971923828125,6.880751132965088,0.4067650885527371,44.80850366060918,6.089357947930734,574.639892578125,8.910594940185547,0.0
11,3.0971975326538086,3.165844678878784,1.1534042358398438,11.581794738769531,0.0,19.615203857421875,4.774497985839844,6.756593704223633,0.26507308863046514,35.812215286716366,5.510748542306779,400.56005859375,6.194395542144775,0.0
12,3.930964946746826,3.9200546741485596,1.410003662109375,13.247001647949219,0.0,30.819318771362305,5.676002502441406,6.6592278480529785,0.3771526066174034,38.84325617259404,5.7130163201761786,507.472412109375,7.861930847167969,0.0
13,4.03428840637207,3.6777267456054688,1.5565032958984375,13.110099792480469,0.0,29.8011531829834,4.536598205566406,6.819682598114014,0.3677478139182083,44.594993532189136,6.037000635561385,520.5908203125,8.06857681274414,0.0
14,3.9023823738098145,4.01025390625,1.419097900390625,14.538795471191406,0.0,31.31072235107422,5.8092498779296875,6.762355804443359,0.35679833192861715,35.90639884084585,5.508817578327975,504.414306640625,7.804765224456787,0.0
15,3.7783548831939697,3.7304537296295166,1.5381011962890625,13.595703125,0.0,28.192249298095703,4.870849609375,6.859721660614014,0.3677640848487388,39.233670184149375,5.676004042844418,486.90771484375,7.556707859039307,0.0
16,3.8702383041381836,3.741276264190674,1.326995849609375,14.053001403808594,0.0,28.97589111328125,5.781501770019531,6.795870304107666,0.38107576090415923,41.24265317967023,5.8006075017072245,498.77069091796875,7.740474700927734,0.0
17,4.4143524169921875,4.530431747436523,2.8010025024414062,16.60320281982422,0.0,40.011314392089844,7.173500061035156,6.813920021057129,0.46139558205622755,36.98344959839019,5.455145656047874,569.0719604492188,8.828704833984375,0.0
18,4.1943464279174805,4.222634792327881,1.6209945678710938,16.050003051757812,0.0,35.423187255859375,5.977996826171875,6.911285400390625,0.3534293392573604,36.450772589819,5.540876055330095,542.5513916015625,8.388694763183594,0.0
19,3.815800666809082,3.8754212856292725,1.4738998413085938,13.512901306152344,0.0,29.579219818115234,5.283000946044922,6.874988555908203,0.3741759037925997,37.38404792528894,5.572385903726892,492.3854675292969,7.631600379943848,0.0
20,5.239188194274902,4.9546966552734375,3.07659912109375,19.3092041015625,0.0,51.99811935424805,6.564098358154297,6.911285400390625,0.4386857902730694,40.19109813240703,5.7306658151046355,678.5609130859375,10.478378295898438,1.0
21,6.907128810882568,5.931777000427246,4.1566009521484375,22.695999145507812,0.0,82.89440155029297,8.780349731445312,7.0028886795043945,0.4995046607183136,47.772855591741965,6.418926870472595,896.7127685546875,13.814257621765137,1.0
22,7.675703525543213,6.783177375793457,5.53900146484375,24.280006408691406,0.0,104.92790985107422,11.114547729492188,6.95708703994751,0.5956530833744821,46.51017365936724,6.347601369618844,995.061767578125,15.351408004760742,1.0
23,7.644241809844971,6.4510955810546875,4.9987945556640625,23.529701232910156,0.0,100.05107116699219,10.006752014160156,6.926552772521973,0.6099704375476328,48.61447200017456,6.309268200994854,990.2808837890625,15.288484573364258,1.0
24,6.574169635772705,5.927785873413086,4.055900573730469,22.504302978515625,0.0,78.35834503173828,8.935699462890625,6.987621307373047,0.5034731038995371,44.77223161021598,6.220467021948358,852.0106201171875,13.14833927154541,1.0
25,7.498336315155029,7.2699737548828125,3.9639968872070312,25.425003051757812,0.0,109.07756805419922,10.442001342773438,6.926552772521973,0.7434893682712816,40.702789939221304,5.738417032508999,968.177490234375,14.99666976928711,1.0
26,6.658604145050049,7.024953842163086,2.1240005493164062,23.629798889160156,0.0,93.6869888305664,10.555702209472656,6.844454288482666,0.6704100010959246,35.81210542565732,5.510087568605856,859.0110473632812,13.317209243774414,1.0
27,5.7723259925842285,6.332937240600586,1.6021957397460938,23.327804565429688,0.0,73.42584228515625,9.736549377441406,6.865484237670898,0.5354251358800262,32.604928187086266,5.291753850543838,747.0059204101562,11.544651985168457,1.0
28,5.851885795593262,6.494449615478516,1.7761001586914062,23.685203552246094,0.0,76.42244720458984,9.855751037597656,6.859721660614014,0.5620547591047432,31.844584969557637,5.220445591894935,756.71826171875,11.703770637512207,1.0
29,6.918363094329834,7.191176891326904,2.7649002075195312,24.902999877929688,0.0,99.57676696777344,10.46915054321289,6.869226455688477,0.7132446408726787,36.305697509015886,5.476328736926962,892.4028930664062,13.8367280960083,1.0
30,7.516969680786133,6.998607158660889,4.4680023193359375,23.785301208496094,0.0,105.48533630371094,10.643001556396484,6.95708703994751,0.6959703009547168,43.03962662812046,5.934006797526983,971.0908203125,15.03393840789795,1.0
31,6.380143642425537,6.518448829650879,3.4239959716796875,22.320602416992188,0.0,83.1964111328125,9.723148345947266,6.926552772521973,0.6485929946408017,36.87521088205735,5.4747612244205275,823.4346923828125,12.76029109954834,1.0
32,9.22896957397461,7.510890960693359,5.200004577636719,27.777999877929688,0.0,141.58737182617188,10.816997528076172,6.951324462890625,0.748136411186393,52.34290272649288,6.576336553403543,1195.867919921875,18.45794105529785,1.0
33,6.230896949768066,6.593322277069092,2.2334976196289062,22.366798400878906,0.0,82.29597473144531,9.155548095703125,6.863463878631592,0.6374134824021171,34.7399351309122,5.35096329067032,804.0161743164062,12.461793899536133,1.0
34,6.444641590118408,6.062893867492676,2.7919998168945312,21.954605102539062,0.0,78.2920913696289,8.244998931884766,6.926552772521973,0.6114924875379518,42.498028623618175,5.879795463323402,831.5405883789062,12.889283180236816,1.0
35,7.394681930541992,6.984323978424072,4.412994384765625,22.944000244140625,0.0,103.46211242675781,10.917503356933594,6.844454288482666,0.6954831069207373,42.19054612462166,5.872202577774912,955.7894287109375,14.7893648147583,1.0
36,6.10977840423584,6.288690567016602,2.1697998046875,21.46070098876953,0.0,76.87702941894531,9.260452270507812,6.859721660614014,0.5883557770315927,36.65241454633282,5.552764713024902,788.99169921875,12.219558715820312,1.0
37,6.95729398727417,6.549400806427002,4.0930023193359375,21.98199462890625,0.0,91.29859161376953,10.107498168945312,6.972354412078857,0.6436793028398324,42.14566510096196,5.8729853773993135,899.4249877929688,13.914588928222656,1.0
38,6.099708557128906,6.006722450256348,2.59100341796875,20.581497192382812,0.0,73.28716278076172,8.949596405029297,6.890255928039551,0.570028189598149,39.160872125304046,5.704266756602359,787.7501831054688,12.199418067932129,1.0
39,5.156744003295898,5.537714004516602,1.8218994140625,20.124000549316406,0.0,57.2582893371582,8.496097564697266,6.859721660614014,0.4780188762504636,33.78714033736533,5.376626015144884,666.744384765625,10.313486099243164,1.0
